fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2020-12-08;Salamanca;18213;14;2631;611;37274;40.833333,-6.0
2020-12-08;Soria;5705;7;708;169;42173;41.666667,-2.666667
2020-12-08;Zamora;8381;23;1280;300;49275;41.75,-6.0
2020-12-07;Ávila;7071;13;1141;240;5019;40.616092,-4.929031
2020-12-07;Burgos;23006;84;2537;500;9059;42.383333,-3.666667
2020-12-07;León;21389;50;3333;805;24089;42.666667,-6.0
2020-12-07;Palencia;8880;66;1035;220;34120;42.432128,-4.520647
2020-12-07;Segovia;8028;21;1186;255;40004;41.166667,-4.0
2020-12-07;Salamanca;18199;29;2631;611;37274;40.833333,-6.0
2020-12-07;Soria;5698;4;706;168;42173;41.666667,-2.666667
2020-12-07;Valladolid;30025;48;4446;776;47186;41.583333,-4.666667
2020-12-07;Zamora;8358;25;1278;299;49275;41.75,-6.0
2020-12-06;Ávila;7058;9;1140;239;5019;40.616092,-4.929031
2020-12-06;León;21339;65;3326;800;24089;42.666667,-6.0
2020-12-06;Salamanca;18170;25;2629;609;37274;40.833333,-6.0
2020-12-06;Valladolid;29977;60;4441;774;47186;41.583333,-4.666667
2020-12-06;Palencia;8813;48;1030;220;34120;42.432128,-4.520647
2020-12-06;Segovia;8007;2;1186;255;40004;41.166667,-4.0
2020-12-06;Zamora;8333;36;1276;297;49275;41.75,-6.0
2020-12-06;Burgos;22922;122;2530;497;9059;42.383333,-3.666667
2020-12-06;Soria;5694;2;704;168;42173;41.666667,-2.666667
2020-12-05;Palencia;8765;64;1021;214;34120;42.432128,-4.520647
2020-12-05;Salamanca;18145;52;2625;608;37274;40.833333,-6.0
2020-12-05;Segovia;8005;5;1185;254;40004;41.166667,-4.0
2020-12-05;Zamora;8297;42;1273;295;49275;41.75,-6.0
2020-12-05;Ávila;7049;17;1140;239;5019;40.616092,-4.929031
2020-12-05;Burgos;22800;158;2518;492;9059;42.383333,-3.666667
2020-12-05;León;21274;79;3318;797;24089;42.666667,-6.0
2020-12-05;Soria;5692;32;700;167;42173;41.666667,-2.666667
2020-12-05;Valladolid;29917;119;4432;770;47186;41.583333,-4.666667
2020-12-04;León;21195;56;3290;794;24089;42.666667,-6.0
2020-12-04;Segovia;8000;14;1179;253;40004;41.166667,-4.0
2020-12-04;Soria;5660;14;695;165;42173;41.666667,-2.666667
2020-12-04;Zamora;8255;36;1249;292;49275;41.75,-6.0
2020-12-04;Ávila;7032;12;1131;237;5019;40.616092,-4.929031
2020-12-04;Burgos;22640;74;2481;482;9059;42.383333,-3.666667
2020-12-04;Palencia;8701;40;1004;211;34120;42.432128,-4.520647
2020-12-04;Salamanca;18092;53;2608;607;37274;40.833333,-6.0
2020-12-04;Valladolid;29798;94;4390;769;47186;41.583333,-4.666667
2020-12-03;Palencia;8661;38;991;209;34120;42.432128,-4.520647
2020-12-03;Salamanca;18039;64;2590;604;37274;40.833333,-6.0
2020-12-03;Segovia;7986;14;1179;252;40004;41.166667,-4.0
2020-12-03;Valladolid;29703;133;4370;767;47186;41.583333,-4.666667
2020-12-03;Zamora;8219;63;1237;292;49275;41.75,-6.0
2020-12-03;Ávila;7020;30;1126;236;5019;40.616092,-4.929031
2020-12-03;Burgos;22566;104;2450;475;9059;42.383333,-3.666667
2020-12-03;León;21139;135;3276;789;24089;42.666667,-6.0
2020-12-03;Soria;5646;14;691;164;42173;41.666667,-2.666667
2020-12-02;Ávila;6990;20;1120;236;5019;40.616092,-4.929031
2020-12-02;Burgos;22462;158;2427;467;9059;42.383333,-3.666667
2020-12-02;Palencia;8623;37;983;209;34120;42.432128,-4.520647
2020-12-02;Segovia;7972;10;1179;252;40004;41.166667,-4.0
2020-12-02;Zamora;8156;39;1225;290;49275;41.75,-6.0
2020-12-02;Soria;5632;6;687;163;42173;41.666667,-2.666667
2020-12-02;Valladolid;29570;114;4344;761;47186;41.583333,-4.666667
2020-12-02;León;21003;72;3244;786;24089;42.666667,-6.0
2020-12-02;Salamanca;17975;33;2581;602;37274;40.833333,-6.0
2020-12-01;Palencia;8586;40;974;207;34120;42.432128,-4.520647
2020-12-01;Soria;5626;17;681;163;42173;41.666667,-2.666667
2020-12-01;Segovia;7962;7;1177;252;40004;41.166667,-4.0
2020-12-01;Ávila;6970;14;1118;236;5019;40.616092,-4.929031
2020-12-01;Burgos;22302;102;2407;466;9059;42.383333,-3.666667
2020-12-01;León;20930;25;3214;778;24089;42.666667,-6.0
2020-12-01;Salamanca;17942;50;2565;601;37274;40.833333,-6.0
2020-12-01;Valladolid;29455;52;4290;755;47186;41.583333,-4.666667
2020-12-01;Zamora;8117;16;1207;287;49275;41.75,-6.0
2020-11-30;León;20905;39;3186;772;24089;42.666667,-6.0
2020-11-30;Palencia;8546;63;962;204;34120;42.432128,-4.520647
2020-11-30;Soria;5609;7;677;162;42173;41.666667,-2.666667
2020-11-30;Burgos;22196;51;2375;464;9059;42.383333,-3.666667
2020-11-30;Salamanca;17891;21;2547;600;37274;40.833333,-6.0
2020-11-30;Valladolid;29401;64;4257;751;47186;41.583333,-4.666667
2020-11-30;Ávila;6956;4;1107;235;5019;40.616092,-4.929031
2020-11-30;Zamora;8101;30;1197;284;49275;41.75,-6.0
2020-11-30;Segovia;7955;17;1174;252;40004;41.166667,-4.0
2020-11-29;Segovia;7938;23;1172;251;40004;41.166667,-4.0
2020-11-29;Valladolid;29337;114;4255;749;47186;41.583333,-4.666667
2020-11-29;Palencia;8483;81;960;203;34120;42.432128,-4.520647
2020-11-29;Salamanca;17870;41;2545;598;37274;40.833333,-6.0
2020-11-29;Soria;5602;8;676;161;42173;41.666667,-2.666667
2020-11-29;Ávila;6952;8;1106;234;5019;40.616092,-4.929031
2020-11-29;León;20866;139;3182;769;24089;42.666667,-6.0
2020-11-29;Zamora;8071;42;1195;282;49275;41.75,-6.0
2020-11-29;Burgos;22145;174;2368;462;9059;42.383333,-3.666667
2020-11-28;Palencia;8402;70;956;202;34120;42.432128,-4.520647
2020-11-28;Segovia;7915;24;1171;250;40004;41.166667,-4.0
2020-11-28;Ávila;6944;27;1104;232;5019;40.616092,-4.929031
2020-11-28;Soria;5594;38;676;161;42173;41.666667,-2.666667
2020-11-28;Salamanca;17826;61;2539;594;37274;40.833333,-6.0
2020-11-28;Burgos;21970;170;2349;455;9059;42.383333,-3.666667
2020-11-28;León;20727;151;3172;762;24089;42.666667,-6.0
2020-11-28;Valladolid;29223;122;4244;745;47186;41.583333,-4.666667
2020-11-28;Zamora;8029;71;1192;279;49275;41.75,-6.0
2020-11-27;Ávila;6917;28;1102;231;5019;40.616092,-4.929031
2020-11-27;Soria;5556;28;672;161;42173;41.666667,-2.666667
2020-11-27;Palencia;8332;42;942;200;34120;42.432128,-4.520647
2020-11-27;Burgos;21797;204;2327;452;9059;42.383333,-3.666667
2020-11-27;León;20576;122;3130;757;24089;42.666667,-6.0
2020-11-27;Valladolid;29101;195;4198;743;47186;41.583333,-4.666667
2020-11-27;Zamora;7958;59;1164;275;49275;41.75,-6.0
2020-11-27;Salamanca;17765;54;2514;589;37274;40.833333,-6.0
2020-11-27;Segovia;7891;40;1168;249;40004;41.166667,-4.0
2020-11-26;Ávila;6889;20;1101;230;5019;40.616092,-4.929031
2020-11-26;Burgos;21593;157;2307;445;9059;42.383333,-3.666667
2020-11-26;Segovia;7851;26;1165;248;40004;41.166667,-4.0
2020-11-26;León;20454;125;3101;754;24089;42.666667,-6.0
2020-11-26;Palencia;8290;21;928;198;34120;42.432128,-4.520647
2020-11-26;Salamanca;17710;82;2497;588;37274;40.833333,-6.0
2020-11-26;Soria;5527;24;665;161;42173;41.666667,-2.666667
2020-11-26;Valladolid;28906;255;4165;737;47186;41.583333,-4.666667
2020-11-26;Zamora;7899;70;1147;269;49275;41.75,-6.0
2020-11-25;Salamanca;17628;36;2479;586;37274;40.833333,-6.0
2020-11-25;Palencia;8269;41;917;196;34120;42.432128,-4.520647
2020-11-25;Soria;5503;22;661;160;42173;41.666667,-2.666667
2020-11-25;Zamora;7829;41;1132;267;49275;41.75,-6.0
2020-11-25;Valladolid;28649;249;4124;735;47186;41.583333,-4.666667
2020-11-25;Ávila;6869;34;1088;228;5019;40.616092,-4.929031
2020-11-25;León;20329;83;3075;749;24089;42.666667,-6.0
2020-11-25;Segovia;7825;11;1160;248;40004;41.166667,-4.0
2020-11-25;Burgos;21436;144;2281;438;9059;42.383333,-3.666667
2020-11-24;Palencia;8228;83;909;196;34120;42.432128,-4.520647
2020-11-24;Zamora;7788;17;1110;263;49275;41.75,-6.0
2020-11-24;Segovia;7814;23;1158;248;40004;41.166667,-4.0
2020-11-24;Burgos;21288;102;2243;430;9059;42.383333,-3.666667
2020-11-24;Soria;5481;20;653;159;42173;41.666667,-2.666667
2020-11-24;Valladolid;28400;131;4073;730;47186;41.583333,-4.666667
2020-11-24;León;20245;85;3039;744;24089;42.666667,-6.0
2020-11-24;Ávila;6835;25;1080;225;5019;40.616092,-4.929031
2020-11-24;Salamanca;17591;66;2459;583;37274;40.833333,-6.0
2020-11-23;León;20157;128;3006;738;24089;42.666667,-6.0
2020-11-23;Palencia;8145;41;896;194;34120;42.432128,-4.520647
2020-11-23;Segovia;7791;13;1155;246;40004;41.166667,-4.0
2020-11-23;Soria;5461;33;648;159;42173;41.666667,-2.666667
2020-11-23;Zamora;7771;106;1097;262;49275;41.75,-6.0
2020-11-23;Burgos;21186;179;2215;425;9059;42.383333,-3.666667
2020-11-23;Valladolid;28269;82;4028;726;47186;41.583333,-4.666667
2020-11-23;Ávila;6810;17;1071;222;5019;40.616092,-4.929031
2020-11-23;Salamanca;17525;50;2441;579;37274;40.833333,-6.0
2020-11-22;Ávila;6793;15;1071;222;5019;40.616092,-4.929031
2020-11-22;Palencia;8104;50;891;192;34120;42.432128,-4.520647
2020-11-22;Salamanca;17474;79;2437;577;37274;40.833333,-6.0
2020-11-22;Burgos;21007;192;2198;419;9059;42.383333,-3.666667
2020-11-22;León;20029;142;2998;731;24089;42.666667,-6.0
2020-11-22;Segovia;7778;27;1155;246;40004;41.166667,-4.0
2020-11-22;Valladolid;28187;208;4016;718;47186;41.583333,-4.666667
2020-11-22;Zamora;7665;94;1092;257;49275;41.75,-6.0
2020-11-22;Soria;5428;52;647;159;42173;41.666667,-2.666667
2020-11-21;Zamora;7571;69;1084;254;49275;41.75,-6.0
2020-11-21;León;19886;221;2989;724;24089;42.666667,-6.0
2020-11-21;Burgos;20815;250;2179;411;9059;42.383333,-3.666667
2020-11-21;Palencia;8054;96;887;189;34120;42.432128,-4.520647
2020-11-21;Salamanca;17395;116;2434;575;37274;40.833333,-6.0
2020-11-21;Segovia;7751;17;1153;246;40004;41.166667,-4.0
2020-11-21;Valladolid;27979;281;4007;716;47186;41.583333,-4.666667
2020-11-21;Soria;5375;33;646;159;42173;41.666667,-2.666667
2020-11-21;Ávila;6778;29;1069;221;5019;40.616092,-4.929031
2020-11-20;Palencia;7958;129;874;187;34120;42.432128,-4.520647
2020-11-20;Soria;5342;38;643;158;42173;41.666667,-2.666667
2020-11-20;Burgos;20564;368;2129;406;9059;42.383333,-3.666667
2020-11-20;Segovia;7734;12;1148;245;40004;41.166667,-4.0
2020-11-20;Zamora;7502;123;1065;254;49275;41.75,-6.0
2020-11-20;Ávila;6749;41;1057;220;5019;40.616092,-4.929031
2020-11-20;Salamanca;17279;84;2407;571;37274;40.833333,-6.0
2020-11-20;Valladolid;27698;365;3940;709;47186;41.583333,-4.666667
2020-11-20;León;19664;243;2946;719;24089;42.666667,-6.0
2020-11-19;Ávila;6708;37;1047;219;5019;40.616092,-4.929031
2020-11-19;Segovia;7722;26;1145;245;40004;41.166667,-4.0
2020-11-19;Zamora;7379;113;1054;250;49275;41.75,-6.0
2020-11-19;León;19421;328;2903;716;24089;42.666667,-6.0
2020-11-19;Palencia;7829;113;863;187;34120;42.432128,-4.520647
2020-11-19;Soria;5304;51;637;157;42173;41.666667,-2.666667
2020-11-19;Valladolid;27332;649;3897;705;47186;41.583333,-4.666667
2020-11-19;Burgos;20191;393;2097;396;9059;42.383333,-3.666667
2020-11-19;Salamanca;17194;152;2384;567;37274;40.833333,-6.0
2020-11-18;Burgos;19797;184;2071;391;9059;42.383333,-3.666667
2020-11-18;Palencia;7716;66;851;185;34120;42.432128,-4.520647
2020-11-18;Ávila;6671;59;1042;218;5019;40.616092,-4.929031
2020-11-18;Segovia;7696;50;1142;245;40004;41.166667,-4.0
2020-11-18;Valladolid;26683;635;3836;697;47186;41.583333,-4.666667
2020-11-18;Zamora;7266;71;1039;247;49275;41.75,-6.0
2020-11-18;León;19090;149;2869;710;24089;42.666667,-6.0
2020-11-18;Salamanca;17042;46;2356;565;37274;40.833333,-6.0
2020-11-18;Soria;5253;33;626;153;42173;41.666667,-2.666667
2020-11-17;León;18936;171;2837;701;24089;42.666667,-6.0
2020-11-17;Soria;5220;51;621;153;42173;41.666667,-2.666667
2020-11-17;Valladolid;26047;505;3773;689;47186;41.583333,-4.666667
2020-11-17;Salamanca;16996;82;2328;554;37274;40.833333,-6.0
2020-11-17;Segovia;7646;29;1135;245;40004;41.166667,-4.0
2020-11-17;Ávila;6612;37;1033;216;5019;40.616092,-4.929031
2020-11-17;Palencia;7650;82;839;181;34120;42.432128,-4.520647
2020-11-17;Burgos;19609;121;2046;387;9059;42.383333,-3.666667
2020-11-17;Zamora;7195;108;1020;244;49275;41.75,-6.0
2020-11-16;Burgos;19485;262;2020;382;9059;42.383333,-3.666667
2020-11-16;Palencia;7568;65;828;178;34120;42.432128,-4.520647
2020-11-16;Ávila;6575;28;1024;214;5019;40.616092,-4.929031
2020-11-16;León;18762;227;2802;691;24089;42.666667,-6.0
2020-11-16;Salamanca;16914;86;2313;553;37274;40.833333,-6.0
2020-11-16;Soria;5169;79;615;151;42173;41.666667,-2.666667
2020-11-16;Zamora;7087;88;992;239;49275;41.75,-6.0
2020-11-16;Segovia;7616;32;1132;245;40004;41.166667,-4.0
2020-11-16;Valladolid;25540;70;3715;682;47186;41.583333,-4.666667
2020-11-15;Salamanca;16828;142;2311;552;37274;40.833333,-6.0
2020-11-15;Ávila;6547;60;1023;213;5019;40.616092,-4.929031
2020-11-15;León;18535;223;2794;683;24089;42.666667,-6.0
2020-11-15;Palencia;7503;98;828;178;34120;42.432128,-4.520647
2020-11-15;Segovia;7584;47;1132;245;40004;41.166667,-4.0
2020-11-15;Soria;5090;34;615;151;42173;41.666667,-2.666667
2020-11-15;Burgos;19223;272;1999;372;9059;42.383333,-3.666667
2020-11-15;Valladolid;25470;43;3702;677;47186;41.583333,-4.666667
2020-11-15;Zamora;6999;69;988;236;49275;41.75,-6.0
2020-11-14;Ávila;6487;67;1018;211;5019;40.616092,-4.929031
2020-11-14;Burgos;18951;596;1984;369;9059;42.383333,-3.666667
2020-11-14;León;18310;308;2784;676;24089;42.666667,-6.0
2020-11-14;Segovia;7537;56;1132;245;40004;41.166667,-4.0
2020-11-14;Valladolid;25427;386;3689;667;47186;41.583333,-4.666667
2020-11-14;Palencia;7405;167;821;174;34120;42.432128,-4.520647
2020-11-14;Salamanca;16686;215;2306;550;37274;40.833333,-6.0
2020-11-14;Soria;5056;50;613;149;42173;41.666667,-2.666667
2020-11-14;Zamora;6930;207;984;233;49275;41.75,-6.0
2020-11-13;Palencia;7238;59;802;172;34120;42.432128,-4.520647
2020-11-13;Salamanca;16471;152;2276;548;37274;40.833333,-6.0
2020-11-13;Zamora;6723;123;952;229;49275;41.75,-6.0
2020-11-13;Ávila;6420;79;1013;210;5019;40.616092,-4.929031
2020-11-13;León;17995;306;2750;673;24089;42.666667,-6.0
2020-11-13;Burgos;18349;347;1940;364;9059;42.383333,-3.666667
2020-11-13;Soria;5006;52;606;148;42173;41.666667,-2.666667
2020-11-13;Segovia;7481;48;1130;245;40004;41.166667,-4.0
2020-11-13;Valladolid;25041;421;3622;660;47186;41.583333,-4.666667
2020-11-12;Segovia;7433;82;1125;243;40004;41.166667,-4.0
2020-11-12;Soria;4954;53;605;148;42173;41.666667,-2.666667
2020-11-12;León;17683;535;2722;665;24089;42.666667,-6.0
2020-11-12;Valladolid;24620;590;3570;647;47186;41.583333,-4.666667
2020-11-12;Zamora;6600;152;937;225;49275;41.75,-6.0
2020-11-12;Ávila;6341;63;1006;210;5019;40.616092,-4.929031
2020-11-12;Palencia;7179;65;791;169;34120;42.432128,-4.520647
2020-11-12;Burgos;17997;398;1896;355;9059;42.383333,-3.666667
2020-11-12;Salamanca;16319;136;2267;548;37274;40.833333,-6.0
2020-11-11;Ávila;6278;40;998;208;5019;40.616092,-4.929031
2020-11-11;Burgos;17597;189;1858;348;9059;42.383333,-3.666667
2020-11-11;Palencia;7114;74;773;168;34120;42.432128,-4.520647
2020-11-11;Zamora;6448;101;920;223;49275;41.75,-6.0
2020-11-11;Segovia;7351;35;1121;242;40004;41.166667,-4.0
2020-11-11;Soria;4901;40;602;148;42173;41.666667,-2.666667
2020-11-11;León;17144;470;2676;653;24089;42.666667,-6.0
2020-11-11;Salamanca;16183;138;2250;546;37274;40.833333,-6.0
2020-11-11;Valladolid;24029;569;3523;642;47186;41.583333,-4.666667
2020-11-10;Salamanca;16045;147;2232;540;37274;40.833333,-6.0
2020-11-10;Segovia;7316;27;1118;242;40004;41.166667,-4.0
2020-11-10;Ávila;6238;43;982;206;5019;40.616092,-4.929031
2020-11-10;León;16668;93;2645;646;24089;42.666667,-6.0
2020-11-10;Soria;4861;70;600;148;42173;41.666667,-2.666667
2020-11-10;Valladolid;23460;723;3468;634;47186;41.583333,-4.666667
2020-11-10;Zamora;6347;61;911;221;49275;41.75,-6.0
2020-11-10;Burgos;17404;493;1817;343;9059;42.383333,-3.666667
2020-11-10;Palencia;7040;88;757;167;34120;42.432128,-4.520647
2020-11-09;Burgos;16911;294;1790;339;9059;42.383333,-3.666667
2020-11-09;Ávila;6195;59;973;204;5019;40.616092,-4.929031
2020-11-09;Salamanca;15898;191;2206;533;37274;40.833333,-6.0
2020-11-09;Palencia;6952;82;740;163;34120;42.432128,-4.520647
2020-11-09;Segovia;7289;24;1114;242;40004;41.166667,-4.0
2020-11-09;Zamora;6286;157;885;215;49275;41.75,-6.0
2020-11-09;León;16570;200;2608;641;24089;42.666667,-6.0
2020-11-09;Soria;4790;75;596;147;42173;41.666667,-2.666667
2020-11-09;Valladolid;22737;56;3414;626;47186;41.583333,-4.666667
2020-11-08;Valladolid;22681;53;3401;618;47186;41.583333,-4.666667
2020-11-08;León;16368;231;2602;637;24089;42.666667,-6.0
2020-11-08;Salamanca;15707;199;2203;533;37274;40.833333,-6.0
2020-11-08;Segovia;7265;54;1113;242;40004;41.166667,-4.0
2020-11-08;Soria;4715;46;594;146;42173;41.666667,-2.666667
2020-11-08;Zamora;6129;141;884;214;49275;41.75,-6.0
2020-11-08;Ávila;6136;109;971;203;5019;40.616092,-4.929031
2020-11-08;Burgos;16617;446;1778;337;9059;42.383333,-3.666667
2020-11-08;Palencia;6870;165;737;162;34120;42.432128,-4.520647
2020-11-07;Zamora;5988;165;874;207;49275;41.75,-6.0
2020-11-07;Ávila;6027;92;967;201;5019;40.616092,-4.929031
2020-11-07;León;16137;312;2592;634;24089;42.666667,-6.0
2020-11-07;Salamanca;15508;185;2192;530;37274;40.833333,-6.0
2020-11-07;Segovia;7211;65;1112;242;40004;41.166667,-4.0
2020-11-07;Burgos;16171;440;1765;333;9059;42.383333,-3.666667
2020-11-07;Valladolid;22628;795;3384;612;47186;41.583333,-4.666667
2020-11-07;Soria;4669;41;593;146;42173;41.666667,-2.666667
2020-11-07;Palencia;6705;142;732;158;34120;42.432128,-4.520647
2020-11-06;León;15821;343;2547;627;24089;42.666667,-6.0
2020-11-06;Ávila;5935;127;959;198;5019;40.616092,-4.929031
2020-11-06;Burgos;15729;375;1737;328;9059;42.383333,-3.666667
2020-11-06;Palencia;6563;111;718;156;34120;42.432128,-4.520647
2020-11-06;Segovia;7146;60;1108;241;40004;41.166667,-4.0
2020-11-06;Salamanca;15323;242;2165;525;37274;40.833333,-6.0
2020-11-06;Soria;4628;79;587;145;42173;41.666667,-2.666667
2020-11-06;Valladolid;21832;732;3319;602;47186;41.583333,-4.666667
2020-11-06;Zamora;5823;129;854;204;49275;41.75,-6.0
2020-11-05;Palencia;6452;111;706;155;34120;42.432128,-4.520647
2020-11-05;Salamanca;15081;178;2142;518;37274;40.833333,-6.0
2020-11-05;Ávila;5808;58;954;197;5019;40.616092,-4.929031
2020-11-05;Valladolid;21097;475;3292;599;47186;41.583333,-4.666667
2020-11-05;Zamora;5694;72;827;198;49275;41.75,-6.0
2020-11-05;León;15478;171;2513;620;24089;42.666667,-6.0
2020-11-05;Burgos;15351;184;1708;326;9059;42.383333,-3.666667
2020-11-05;Segovia;7086;84;1104;241;40004;41.166667,-4.0
2020-11-05;Soria;4548;22;584;144;42173;41.666667,-2.666667
2020-11-04;Burgos;15163;258;1678;320;9059;42.383333,-3.666667
2020-11-04;Soria;4525;62;580;143;42173;41.666667,-2.666667
2020-11-04;León;15303;177;2471;609;24089;42.666667,-6.0
2020-11-04;Segovia;7002;55;1100;240;40004;41.166667,-4.0
2020-11-04;Salamanca;14903;183;2115;516;37274;40.833333,-6.0
2020-11-04;Ávila;5750;24;941;195;5019;40.616092,-4.929031
2020-11-04;Palencia;6341;104;696;152;34120;42.432128,-4.520647
2020-11-04;Valladolid;20622;563;3253;594;47186;41.583333,-4.666667
2020-11-04;Zamora;5622;58;806;194;49275;41.75,-6.0
2020-11-03;Ávila;5726;66;935;195;5019;40.616092,-4.929031
2020-11-03;Segovia;6947;37;1094;238;40004;41.166667,-4.0
2020-11-03;Valladolid;20058;51;3202;590;47186;41.583333,-4.666667
2020-11-03;Zamora;5564;66;789;191;49275;41.75,-6.0
2020-11-03;León;15126;194;2434;603;24089;42.666667,-6.0
2020-11-03;Soria;4463;22;574;142;42173;41.666667,-2.666667
2020-11-03;Burgos;14904;168;1650;318;9059;42.383333,-3.666667
2020-11-03;Palencia;6237;82;686;150;34120;42.432128,-4.520647
2020-11-03;Salamanca;14720;154;2094;509;37274;40.833333,-6.0
2020-11-02;Burgos;14736;423;1630;314;9059;42.383333,-3.666667
2020-11-02;Salamanca;14566;230;2086;505;37274;40.833333,-6.0
2020-11-02;Valladolid;20007;44;3192;586;47186;41.583333,-4.666667
2020-11-02;Ávila;5660;88;933;193;5019;40.616092,-4.929031
2020-11-02;León;14932;69;2425;597;24089;42.666667,-6.0
2020-11-02;Soria;4441;36;572;140;42173;41.666667,-2.666667
2020-11-02;Segovia;6910;36;1092;237;40004;41.166667,-4.0
2020-11-02;Palencia;6155;73;679;147;34120;42.432128,-4.520647
2020-11-02;Zamora;5498;141;781;186;49275;41.75,-6.0
2020-11-01;Burgos;14313;315;1621;311;9059;42.383333,-3.666667
2020-11-01;Palencia;6082;113;670;142;34120;42.432128,-4.520647
2020-11-01;Soria;4405;33;570;139;42173;41.666667,-2.666667
2020-11-01;Valladolid;19963;69;3167;586;47186;41.583333,-4.666667
2020-11-01;León;14863;476;2417;592;24089;42.666667,-6.0
2020-11-01;Salamanca;14336;195;2081;503;37274;40.833333,-6.0
2020-11-01;Zamora;5357;234;775;183;49275;41.75,-6.0
2020-11-01;Ávila;5572;80;933;193;5019;40.616092,-4.929031
2020-11-01;Segovia;6874;41;1092;237;40004;41.166667,-4.0
2020-10-31;Salamanca;14141;286;2072;500;37274;40.833333,-6.0
2020-10-31;Segovia;6833;55;1091;236;40004;41.166667,-4.0
2020-10-31;Zamora;5123;164;773;182;49275;41.75,-6.0
2020-10-31;Ávila;5492;197;930;191;5019;40.616092,-4.929031
2020-10-31;Palencia;5969;151;667;140;34120;42.432128,-4.520647
2020-10-31;Valladolid;19894;501;3154;577;47186;41.583333,-4.666667
2020-10-31;Burgos;13997;379;1608;308;9059;42.383333,-3.666667
2020-10-31;Soria;4372;36;570;139;42173;41.666667,-2.666667
2020-10-31;León;14383;414;2405;587;24089;42.666667,-6.0
2020-10-30;Palencia;5818;179;648;137;34120;42.432128,-4.520647
2020-10-30;Zamora;4959;172;745;177;49275;41.75,-6.0
2020-10-30;Burgos;13614;344;1596;305;9059;42.383333,-3.666667
2020-10-30;Segovia;6778;65;1088;236;40004;41.166667,-4.0
2020-10-30;Ávila;5295;81;929;191;5019;40.616092,-4.929031
2020-10-30;León;13969;323;2354;586;24089;42.666667,-6.0
2020-10-30;Salamanca;13855;318;2046;495;37274;40.833333,-6.0
2020-10-30;Soria;4336;43;565;139;42173;41.666667,-2.666667
2020-10-30;Valladolid;19393;497;3106;572;47186;41.583333,-4.666667
2020-10-29;Valladolid;18896;489;3068;563;47186;41.583333,-4.666667
2020-10-29;Ávila;5214;71;927;190;5019;40.616092,-4.929031
2020-10-29;Soria;4292;42;561;139;42173;41.666667,-2.666667
2020-10-29;León;13645;274;2323;579;24089;42.666667,-6.0
2020-10-29;Burgos;13268;386;1573;303;9059;42.383333,-3.666667
2020-10-29;Palencia;5639;123;637;136;34120;42.432128,-4.520647
2020-10-29;Salamanca;13537;325;2021;491;37274;40.833333,-6.0
2020-10-29;Segovia;6713;72;1076;234;40004;41.166667,-4.0
2020-10-29;Zamora;4787;125;735;176;49275;41.75,-6.0
2020-10-28;Burgos;12882;149;1556;302;9059;42.383333,-3.666667
2020-10-28;Salamanca;13212;204;2004;485;37274;40.833333,-6.0
2020-10-28;Soria;4250;33;559;139;42173;41.666667,-2.666667
2020-10-28;Zamora;4662;55;721;171;49275;41.75,-6.0
2020-10-28;Segovia;6641;37;1072;234;40004;41.166667,-4.0
2020-10-28;Ávila;5143;75;918;190;5019;40.616092,-4.929031
2020-10-28;León;13370;165;2290;572;24089;42.666667,-6.0
2020-10-28;Palencia;5516;86;628;133;34120;42.432128,-4.520647
2020-10-28;Valladolid;18407;375;3035;560;47186;41.583333,-4.666667
2020-10-27;Salamanca;13008;274;1982;480;37274;40.833333,-6.0
2020-10-27;Burgos;12733;231;1543;299;9059;42.383333,-3.666667
2020-10-27;Valladolid;18030;472;2991;560;47186;41.583333,-4.666667
2020-10-27;Ávila;5068;57;910;186;5019;40.616092,-4.929031
2020-10-27;León;13205;87;2263;568;24089;42.666667,-6.0
2020-10-27;Palencia;5430;139;616;130;34120;42.432128,-4.520647
2020-10-27;Segovia;6604;36;1067;234;40004;41.166667,-4.0
2020-10-27;Soria;4217;28;554;137;42173;41.666667,-2.666667
2020-10-27;Zamora;4607;33;712;171;49275;41.75,-6.0
2020-10-26;Burgos;12502;229;1528;299;9059;42.383333,-3.666667
2020-10-26;León;13116;251;2234;559;24089;42.666667,-6.0
2020-10-26;Segovia;6568;34;1067;234;40004;41.166667,-4.0
2020-10-26;Ávila;4992;91;904;186;5019;40.616092,-4.929031
2020-10-26;Salamanca;12734;197;1961;480;37274;40.833333,-6.0
2020-10-26;Valladolid;17558;108;2958;555;47186;41.583333,-4.666667
2020-10-26;Soria;4189;40;551;137;42173;41.666667,-2.666667
2020-10-26;Zamora;4574;115;699;168;49275;41.75,-6.0
2020-10-26;Palencia;5291;15;605;129;34120;42.432128,-4.520647
2020-10-25;León;12865;316;2226;553;24089;42.666667,-6.0
2020-10-25;Salamanca;12537;148;1953;476;37274;40.833333,-6.0
2020-10-25;Valladolid;17450;66;2951;551;47186;41.583333,-4.666667
2020-10-25;Segovia;6534;85;1067;234;40004;41.166667,-4.0
2020-10-25;Zamora;4459;177;695;165;49275;41.75,-6.0
2020-10-25;Ávila;4901;106;904;186;5019;40.616092,-4.929031
2020-10-25;Palencia;5276;183;600;126;34120;42.432128,-4.520647
2020-10-25;Burgos;12273;331;1519;296;9059;42.383333,-3.666667
2020-10-25;Soria;4149;41;551;137;42173;41.666667,-2.666667
