A�o;Denominaci�n de la Zona de Ba�o y Puntos de Muestreo;Localidad;Municipio;Provincia;N� de semana/valoraci�n de la aptitud - An�lisis Previo;N� de semana/valoraci�n de la aptitud - An�lisis Previo 23-24;N� de semana/valoraci�n de la aptitud - 24;N� de semana/valoraci�n de la aptitud - 25;N� de semana/valoraci�n de la aptitud - 26;N� de semana/valoraci�n de la aptitud - 27;N� de semana/valoraci�n de la aptitud - 28;N� de semana/valoraci�n de la aptitud - 29;N� de semana/valoraci�n de la aptitud - 30;N� de semana/valoraci�n de la aptitud - 31;N� de semana/valoraci�n de la aptitud - 32;N� de semana/valoraci�n de la aptitud - 33;N� de semana/valoraci�n de la aptitud - 34;N� de semana/valoraci�n de la aptitud - 35;N� de semana/valoraci�n de la aptitud - 36;N� de semana/valoraci�n de la aptitud - 37;N� de semana/valoraci�n de la aptitud - 38;N� de semana/valoraci�n de la aptitud - 39;N� de semana/valoraci�n de la aptitud - 40;N� de semana/valoraci�n de la aptitud - 41;N� Muestras realizadas;N� Inspecciones visuales;Calificaci�n
2010;R�O BOEZA IG�E�A;Ig�e�a;Ig�e�a;Le�n;A;;A;A;A;N;N;A;A;A;A;A;A;A;A;A;;;;;10;10;
2010;EMBALSE AGUILAR DE CAMPOO AGUILAR DE CAMPOO;Aguilar de Campoo;Aguilar de Campoo;Palencia;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;9;
2010;EMBALSE DE RUESGA CERVERA DE PISUERGA;Ruesga;Cervera de Pisuerga;Palencia;A;;A;A;A;A;A;A;N;A;A;A;A;A;A;A;;;;;11;11;
2010;R�O TORMES PUENTE DEL CONGOSTO;Puente del Congosto;Puente del Congosto;Salamanca;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;9;
2010;EMBALSE LINARES DEL ARROYO MADERUELO;Maderuelo;Maderuelo;Segovia;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;10;
2010;EMBALSE CUERDA DEL POZO VINUESA;Vinuesa;Vinuesa;Soria;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;6;
2010;EMBALSE CUERDA DEL POZO SORIA PM1;Soria;Soria;Soria;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;12;
2010;EMBALSE CUERDA DEL POZO SORIA PM2;Soria;Soria;Soria;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;12;
2010;EMBALSE CUERDA DEL POZO CIDONES;Herreros;Cidones;Soria;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;6;
2010;R�O DUERO SAN ESTEBAN DE GORMAZ;San Esteban de Gormaz;San Esteban de Gormaz;Soria;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;9;6;
2010;R�O PISUERGA VALLADOLID;Valladolid;Valladolid;Valladolid;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;10;
2010;LAGO SANABRIA GALENDE PM1;Galende;Galende;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;LAGO SANABRIA GALENDE PM2;Galende;Galende;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;LAGO SANABRIA GALENDE PM3;Galende;Galende;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;LAGO SANABRIA GALENDE PM4;Galende;Galende;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;R�O TERA CAMARZANA DE TERA;Camarzana de Tera;Camarzana de Tera;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;EMBALSE VALPARA�SO VILLARDECIERVOS;Villardeciervos;Villardeciervos;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2010;EMBALSE RICOBAYO MUELAS DEL PAN;Muelas del Pan;Muelas del Pan;Zamora;A;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;;;;10;11;
2009;GARGANTA DE LOS CABALLEROS NAVALONGUILLA;Navalguijo;Navalonguilla;�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO DEL ARENAL ARENAS DE SAN PEDRO;Arenas de San Pedro;Arenas de San Pedro;�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO PELAYO ARENAS DE SAN PEDRO;Arenas de San Pedro;Arenas de San Pedro;�vila;A;;;A;A;A;A;A;A;A;A;N;A;A;A;A;A;A;A;;8;8;
2009;RIO CANTOS HORNILLO (EL);;Hornillo (El);�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO CANTOS HORNILLO (EL) 02;Hornillo (El);Hornillo (El);�vila;A;;;A;A;A;A;N;N;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO DEL ARENAL HORNILLO (EL);;Hornillo (El);�vila;A;;;A;A;N;N;N;N;A;A;A;N;N;A;A;A;A;A;;6;6;
2009;RIO TORMES HORCAJADA (LA);Encinares;Horcajada (La);�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;GARGANTA RIO TIETAR GAVILANES;Gavilanes;Gavilanes;�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;EMBALSE EBRO ARIJA;Arija;Arija;Burgos;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO ARLANZON BURGOS;Burgos;Burgos;Burgos;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO ORBIGO LLAMAS DE LA RIBERA;Llamas de la Ribera;Llamas de la Ribera;Le�n;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;RIO ORBIGO LLAMAS DE LA RIBERA 02;Quintanilla de Sollamas;Llamas de la Ribera;Le�n;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;EMBALSE RIA�O RIA�O;;Ria�o;Le�n;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;4;4;
2009;EMBALSE RIA�O RIA�O 02;;Ria�o;Le�n;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO ORBIGO CIMANES DEL TEJAR;;Cimanes del Tejar;Le�n;A;;;A;A;N;N;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO ORBIGO CIMANES DEL TEJAR 02;Cimanes del Tejar;Cimanes del Tejar;Le�n;A;;;A;A;A;N;N;A;A;A;A;A;N;N;N;A;A;A;;6;6;
2009;LAGO CARUCEDO CARUCEDO;Carucedo;Carucedo;Le�n;A;;;A;A;A;N;A;A;A;A;N;N;N;A;N;A;A;A;;7;7;
2009;EMBALSE AGUILAR DE CAMPOO AGUILAR DE CAMPOO;Aguilar de Campoo;Aguilar de Campoo;Palencia;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;EMBALSE DE RUESGA CERVERA DE PISUERGA;Ruesga;Cervera de Pisuerga;Palencia;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;RIO TORMES PUENTE DEL CONGOSTO;Puente del Congosto;Puente del Congosto;Salamanca;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;EMBALSE LINARES DEL ARROYO MADERUELO;Maderuelo;Maderuelo;Segovia;A;;;A;A;A;A;A;A;A;A;A;N;A;A;A;A;A;A;;8;8;
2009;EMBALSE CUERDA DEL POZO VINUESA;Vinuesa;Vinuesa;Soria;A;;;A;A;A;A;A;A;A;A;A;A;N;A;A;A;A;A;;7;7;
2009;EMBALSE CUERDA DEL POZO SORIA PM1;Soria;Soria;Soria;A;;;A;A;A;A;A;A;A;A;A;A;N;A;A;A;A;A;;7;7;
2009;EMBALSE CUERDA DEL POZO SORIA PM2;Soria;Soria;Soria;A;;;A;A;A;A;A;A;A;A;A;A;N;A;A;A;A;A;;7;7;
2009;EMBALSE CUERDA DEL POZO CIDONES;Herreros;Cidones;Soria;A;;;A;A;A;A;A;A;A;A;A;A;N;A;A;A;A;A;;7;7;
2009;RIO DUERO SAN ESTEBAN DE GORMAZ;San Esteban de Gormaz;San Esteban de Gormaz;Soria;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;8;8;
2009;RIO PISUERGA VALLADOLID;Valladolid;Valladolid;Valladolid;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;LAGO SANABRIA GALENDE PM1;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;LAGO SANABRIA GALENDE PM2;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;LAGO SANABRIA GALENDE PM3;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;LAGO SANABRIA GALENDE PM4;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;RIO TERA CAMARZANA DE TERA;Camarzana de Tera;Camarzana de Tera;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;EMBALSE VALPARAISO VILLARDECIERVOS;Villardeciervos;Villardeciervos;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2009;EMBALSE RICOBAYO MUELAS DEL PAN;Muelas del Pan;Muelas del Pan;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;9;9;
2008;GARGANTA DE LOS CABALLEROS NAVALONGUILLA;Navalguijo;Navalonguilla;�vila;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;9;9;
2008;EMBALSE EBRO ARIJA;Arija;Arija;Burgos;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;9;
2008;RIO ARLANZON BURGOS;Burgos;Burgos;Burgos;A;;;A;A;A;A;A;A;A;A;A;A;A;A;N;N;A;A;A;7;9;
2008;EMBALSE AGUILAR DE CAMPOO AGUILAR DE CAMPOO;Aguilar de Campoo;Aguilar de Campoo;Palencia;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;8;
2008;EMBALSE DE RUESGA CERVERA DE PISUERGA;Ruesga;Cervera de Pisuerga;Palencia;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;8;
2008;RIO TORMES PUENTE DEL CONGOSTO;Puente del Congosto;Puente del Congosto;Salamanca;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;9;
2008;EMBALSE LINARES DEL ARROYO MADERUELO;Maderuelo;Maderuelo;Segovia;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;12;
2008;EMBALSE CUERDA DEL POZO VINUESA;Vinuesa;Vinuesa;Soria;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;8;
2008;EMBALSE CUERDA DEL POZO SORIA PM1;Soria;Soria;Soria;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;10;
2008;EMBALSE CUERDA DEL POZO SORIA PM2;Soria;Soria;Soria;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;9;
2008;EMBALSE CUERDA DEL POZO CIDONES;Herreros;Cidones;Soria;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;8;9;
2008;RIO PISUERGA VALLADOLID;Valladolid;Valladolid;Valladolid;A;;;N;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;9;3;
2008;LAGO SANABRIA GALENDE PM1;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
2008;LAGO SANABRIA GALENDE PM2;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
2008;LAGO SANABRIA GALENDE PM3;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
2008;LAGO SANABRIA GALENDE PM4;Galende;Galende;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
2008;RIO TERA CAMARZANA DE TERA;Camarzana de Tera;Camarzana de Tera;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
2008;EMBALSE VALPARAISO VILLARDECIERVOS;Villardeciervos;Villardeciervos;Zamora;A;;;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;10;10;
